URL_ID,URL,Positive_score,Negative_score,Polarity_Score,Subjectivity_score,Avg_sentence_lenght,Percent_Complex_Words,Fog_index,Average_Words_Per_Sentence,Complex_Word_Count,Word_count,Total_Syllable_Count,Syllable_Count,Personal_Pronoun_Count,Avg_word_length
bctech2041,https://insights.blackcoffer.com/design-and-develop-jenkins-shared-library/,5,4,0.11111109876543349,5.027210884168634,113.0,0.11946902654867257,45.25840707964602,73.5,33,226,395,395,9,5.088347393027747
bctech2042,https://insights.blackcoffer.com/design-and-develop-retool-app-for-wholecell-io-and-asana-data-using-their-apis/,6,3,0.33333329629630043,6.020408163126475,96.0,0.16319444444444445,38.46666666666667,49.0,48,288,550,550,6,5.088347393027747
bctech2043,https://insights.blackcoffer.com/design-and-develop-a-retool-app-that-will-show-stock-and-crypto-related-information-using-iex-api/,6,3,0.33333329629630043,6.020408163126475,122.33333333333333,0.1362397820163488,48.991099000908264,49.0,53,367,642,642,2,5.088347393027747
bctech2044,https://insights.blackcoffer.com/crm-monday-com-make-com-to-data-warehouse-to-klipfolio-dashboard/,10,4,0.42857139795918586,10.027210884168634,24.0,0.18833333333333332,9.676666666666668,5.88,115,600,1178,1178,6,5.088347393027747
bctech2045,https://insights.blackcoffer.com/ner-task-using-bert-with-data-in-xml-format/,7,5,0.16666665277777895,7.0340136052107916,24.105263157894736,0.16593886462882096,9.712847621236499,7.7368421052631575,81,458,831,831,7,5.088347393027747
bctech2046,https://insights.blackcoffer.com/qualtrics-api-integration-using-python/,6,2,0.4999999375000079,6.013605442084317,23.076923076923077,0.14333333333333334,9.29076923076923,11.307692307692308,45,300,555,555,5,5.088347393027747
bctech2047,https://insights.blackcoffer.com/design-and-develop-mlops-framework-for-data-centric-ai/,15,3,0.6666666296296316,15.020408163126476,55.77777777777778,0.1852589641434263,22.387605135015495,16.333333333333332,96,502,966,966,1,5.088347393027747
bctech2048,https://insights.blackcoffer.com/nlp-based-approach-for-data-transformation/,6,3,0.33333329629630043,6.020408163126475,46.0,0.15579710144927536,18.466666666666665,24.5,46,276,500,500,2,5.088347393027747
bctech2049,https://insights.blackcoffer.com/an-etl-tool-to-pull-data-from-shiphero-to-google-bigquery-data-warehouse/,12,8,0.1999999900000005,12.054421768337267,36.93333333333333,0.1624548736462094,14.842647412755717,9.8,96,554,1036,1036,9,5.088347393027747
bctech2050,https://insights.blackcoffer.com/plaid-financial-analytics-a-data-driven-dashboard-to-generate-insights/,10,7,0.17647057785467188,10.04761904729511,40.0,0.1725,16.073,14.7,73,400,782,782,2,5.088347393027747
bctech2051,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,17,7,0.41666664930555625,17.047619047295107,40.05555555555556,0.1955617198335645,16.105994760363696,8.166666666666666,151,721,1399,1399,4,5.088347393027747
bctech2052,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,16,3,0.684210490304711,16.020408163126476,24.055555555555557,0.13394919168591224,9.68042083654093,8.166666666666666,63,433,776,776,8,5.088347393027747
bctech2053,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,9,2,0.636363578512402,9.013605442084316,26.333333333333332,0.14345991561181434,10.59409282700422,8.166666666666666,72,474,902,902,13,5.088347393027747
bctech2054,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,13,4,0.5294117335640156,13.027210884168634,19.416666666666668,0.10085836909871244,7.813018597997139,6.125,54,466,782,782,16,5.088347393027747
bctech2055,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,20,8,0.4285714132653067,20.054421768337267,19.666666666666668,0.1544256120527307,7.934463276836159,5.444444444444445,90,531,923,923,6,5.088347393027747
bctech2056,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,28,9,0.5135134996347703,28.061224489379427,20.737704918032787,0.19051383399209487,8.374133350612324,2.4098360655737703,250,1265,2347,2347,8,5.088347393027747
bctech2057,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,12,9,0.14285713605442207,12.061224489379425,29.470588235294116,0.18762475049900199,11.86967241986615,8.647058823529411,102,501,974,974,1,5.088347393027747
bctech2058,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,15,9,0.24999998958333375,15.061224489379425,72.66666666666667,0.21559633027522937,29.15535168195719,16.333333333333332,145,654,1385,1385,1,5.088347393027747
bctech2059,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,18,13,0.1612903173777317,18.08843537354806,49.375,0.17974683544303796,19.82594936708861,18.375,75,395,749,749,2,5.088347393027747
bctech2060,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,11,4,0.46666663555555765,11.027210884168634,60.833333333333336,0.18082191780821918,24.412237442922375,24.5,72,365,714,714,1,5.088347393027747
bctech2061,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,11,6,0.2941176297577865,11.04081632625295,25.483870967741936,0.16455696202531644,10.266459779501838,4.741935483870968,144,790,1373,1373,29,5.088347393027747
bctech2062,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,16,5,0.5238094988662143,16.03401360521079,27.52173913043478,0.12480252764612954,11.06619960162099,6.391304347826087,91,633,1058,1058,18,5.088347393027747
bctech2063,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,12,12,0.0,12.0816326525059,21.70967741935484,0.12332838038632987,8.734985380817717,4.741935483870968,86,673,1110,1110,26,5.088347393027747
bctech2064,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,5,5,0.0,5.0340136052107916,17.571428571428573,0.16666666666666666,7.100929152148665,5.25,89,492,915,915,8,5.088347393027747
bctech2065,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,10,5,0.3333333111111126,10.034013605210792,35.357142857142854,0.18181818181818182,14.2204329004329,10.5,96,495,861,861,4,5.088347393027747
bctech2066,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,12,9,0.14285713605442207,12.061224489379425,40.42857142857143,0.18374558303886926,16.24634023220596,21.0,53,283,537,537,3,5.088347393027747
bctech2067,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,18,6,0.4999999791666675,18.04081632625295,27.9,0.12903225806451613,11.215913978494624,7.35,78,558,976,976,12,5.088347393027747
bctech2068,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,13,5,0.4444444197530878,13.034013605210792,20.727272727272727,0.1600877192982456,8.357575757575757,6.681818181818182,76,456,844,844,9,5.088347393027747
bctech2069,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,7,7,0.0,7.047619047295108,25.9,0.1776061776061776,10.432586872586873,14.7,47,259,508,508,1,5.088347393027747
bctech2070,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,6,2,0.4999999375000079,6.013605442084317,31.6,0.189873417721519,12.718481012658229,29.4,31,158,298,298,2,5.088347393027747
bctech2071,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,6,9,-0.19999998666666757,6.061224489379425,24.444444444444443,0.20454545454545456,9.863232323232324,16.333333333333332,47,220,424,424,1,5.088347393027747
bctech2072,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,8,5,0.23076921301775286,8.034013605210792,30.5,0.1885245901639344,12.278688524590166,18.375,48,244,469,469,3,5.088347393027747
bctech2073,https://insights.blackcoffer.com/handgun-detection-using-yolo/,7,2,0.5555554938271674,7.013605442084317,34.2,0.25146198830409355,13.782923976608188,29.4,44,171,346,346,2,5.088347393027747
bctech2074,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,6,10,-0.24999998437500096,6.068027210421584,20.076923076923077,0.21455938697318008,8.11965811965812,11.307692307692308,58,261,526,526,4,5.088347393027747
bctech2075,https://insights.blackcoffer.com/car-detection-in-satellite-images/,13,2,0.7333332844444478,13.013605442084316,23.526315789473685,0.15883668903803133,9.478535264335335,7.7368421052631575,76,447,786,786,11,5.088347393027747
bctech2076,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,17,5,0.5454545206611581,17.03401360521079,23.904761904761905,0.1852589641434263,9.638398785809144,7.0,96,502,945,945,15,5.088347393027747
bctech2077,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,8,7,0.06666666222222252,8.04761904729511,25.75,0.16893203883495145,10.373009708737865,7.35,94,515,957,957,12,5.088347393027747
bctech2078,https://insights.blackcoffer.com/data-transformation/,22,13,0.2571428497959186,22.08843537354806,23.625,0.12522045855379188,9.509964726631393,6.125,85,567,982,982,12,5.088347393027747
bctech2079,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,7,1,0.7499999062500118,7.006802721042158,23.68421052631579,0.15555555555555556,9.544795321637428,7.7368421052631575,80,450,906,906,14,5.088347393027747
bctech2080,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,11,0,0.9999999090909174,11.0,30.583333333333332,0.17983651226158037,12.313987284287013,12.25,74,367,715,715,6,5.088347393027747
bctech2081,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,26,7,0.5757575583103771,26.047619047295107,25.81081081081081,0.2356020942408377,10.421078251025897,3.972972972972973,231,955,1922,1922,6,5.088347393027747
bctech2082,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,9,8,0.05882352595155729,9.054421768337267,37.07142857142857,0.13102119460500963,14.884833470960638,10.5,73,519,883,883,6,5.088347393027747
bctech2083,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,9,1,0.7999999200000081,9.006802721042158,23.61111111111111,0.1811764705882353,9.52726797385621,8.166666666666666,88,425,810,810,1,5.088347393027747
bctech2084,https://insights.blackcoffer.com/trading-bot-for-forex/,3,3,0.0,3.020408163126475,88.66666666666667,0.10150375939849623,35.51929824561404,49.0,35,266,442,442,1,5.088347393027747
bctech2085,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,10,3,0.5384614970414233,10.020408163126476,34.285714285714285,0.14583333333333334,13.778452380952382,10.5,77,480,862,862,5,5.088347393027747
bctech2086,https://insights.blackcoffer.com/medical-classification/,12,4,0.4999999687500019,12.027210884168634,31.428571428571427,0.15454545454545454,12.635974025974026,10.5,71,440,819,819,7,5.088347393027747
bctech2087,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,7,2,0.5555554938271674,7.013605442084317,34.90909090909091,0.15364583333333334,14.029261363636364,13.363636363636363,63,384,700,700,11,5.088347393027747
bctech2088,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,9,16,-0.27999998880000043,9.108843536674534,26.75,0.23052959501557632,10.794704049844237,12.25,76,321,676,676,10,5.088347393027747
bctech2089,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,2,18,-0.799999960000002,2.1224489787588503,27.25,0.11697247706422019,10.960550458715597,9.1875,66,436,809,809,14,5.088347393027747
bctech2090,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,5,3,0.24999996875000394,5.020408163126475,70.25,0.20106761565836298,28.183274021352318,18.375,117,562,1026,1026,0,5.088347393027747
bctech2091,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,4,3,0.1428571224489825,4.020408163126475,29.470588235294116,0.16367265469061876,11.859293178349184,8.647058823529411,89,501,918,918,0,5.088347393027747
bctech2092,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,11,1,0.8333332638888947,11.006802721042158,63.75,0.17254901960784313,25.57686274509804,36.75,49,255,484,484,1,5.088347393027747
bctech2093,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,8,7,0.06666666222222252,8.04761904729511,19.5,0.1794871794871795,7.872934472934474,8.166666666666666,64,351,660,660,1,5.088347393027747
bctech2094,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,13,4,0.5294117335640156,13.027210884168634,28.615384615384617,0.17204301075268819,11.517121588089331,11.307692307692308,66,372,693,693,0,5.088347393027747
bctech2095,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,2,1,0.33333322222225925,2.0068027210421584,36.0,0.1840277777777778,14.475000000000001,18.375,54,288,560,560,0,5.088347393027747
bctech2096,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,6,0,0.9999998333333611,6.0,127.5,0.1411764705882353,51.05803921568628,73.5,37,255,450,450,3,5.088347393027747
bctech2097,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,4,5,-0.11111109876543349,4.0340136052107916,22.88235294117647,0.18508997429305912,9.229033721457736,8.647058823529411,74,389,733,733,0,5.088347393027747
bctech2098,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,5,3,0.24999996875000394,5.020408163126475,23.61904761904762,0.1935483870967742,9.52584485407066,7.0,97,496,954,954,5,5.088347393027747
bctech2099,https://insights.blackcoffer.com/web-data-connector/,2,2,0.0,2.013605442084317,22.666666666666668,0.16596638655462184,9.134733893557422,7.0,81,476,892,892,3,5.088347393027747
bctech2100,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,8,1,0.7777776913580343,8.006802721042158,106.0,0.10377358490566038,42.44402515723271,49.0,35,318,577,577,4,5.088347393027747
bctech2101,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,4,9,-0.3846153550295881,4.061224489379425,120.66666666666667,0.1464088397790055,48.32965009208104,49.0,57,362,652,652,3,5.088347393027747
bctech2102,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,31,2,0.878787852157944,31.013605442084316,29.525,0.17950889077053345,11.885867908552074,3.675,224,1181,2199,2199,3,5.088347393027747
bctech2103,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,33,1,0.9411764429065753,33.006802721042156,27.976744186046513,0.1745635910224439,11.264845637843377,3.4186046511627906,223,1203,2259,2259,2,5.088347393027747
bctech2104,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,4,4,0.0,4.027210884168634,29.77777777777778,0.24253731343283583,12.00961857379768,16.333333333333332,66,268,558,558,1,5.088347393027747
bctech2105,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,10,4,0.42857139795918586,10.027210884168634,25.647058823529413,0.1536697247706422,10.325796006475986,8.647058823529411,73,436,789,789,3,5.088347393027747
bctech2106,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,8,4,0.3333333055555579,8.027210884168634,26.6,0.19924812030075187,10.72872180451128,14.7,59,266,522,522,2,5.088347393027747
bctech2107,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,5,6,-0.09090908264462885,5.04081632625295,31.46153846153846,0.15403422982885084,12.64720707165695,11.307692307692308,64,409,743,743,1,5.088347393027747
bctech2108,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,4,1,0.599999880000024,4.006802721042158,27.4,0.18613138686131386,11.037372262773722,14.7,53,274,551,551,4,5.088347393027747
bctech2109,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,8,3,0.4545454132231443,8.020408163126476,38.666666666666664,0.19655172413793104,15.548735632183906,9.8,119,580,1109,1109,5,5.088347393027747
bctech2110,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,6,0,0.9999998333333611,6.0,17.5625,0.16725978647686832,7.096174377224199,9.1875,50,281,563,563,8,5.088347393027747
bctech2111,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,6,3,0.33333329629630043,6.020408163126475,23.470588235294116,0.14536340852130325,9.44938817632316,8.647058823529411,61,399,691,691,8,5.088347393027747
bctech2112,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,1,3,-0.49999987500003124,1.020408163126475,32.111111111111114,0.18685121107266436,12.92333717800846,16.333333333333332,57,289,566,566,5,5.088347393027747
bctech2113,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,9,6,0.19999998666666757,9.04081632625295,34.2,0.17348927875243664,13.757192982456141,9.8,99,513,984,984,10,5.088347393027747
bctech2114,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,6,0,0.9999998333333611,6.0,37.857142857142854,0.17735849056603772,15.21832884097035,21.0,50,265,487,487,2,5.088347393027747
bctech2115,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,51,7,0.7586206765755056,51.04761904729511,23.704545454545453,0.15915627996164908,9.548932275777913,3.340909090909091,175,1043,1943,1943,4,5.088347393027747
bctech2116,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,22,1,0.9130434385633287,22.00680272104216,24.379310344827587,0.09759547383309759,9.791893869189876,5.068965517241379,71,707,1158,1158,21,5.088347393027747
bctech2117,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,2,3,-0.199999960000008,2.020408163126475,23.0625,0.15447154471544716,9.295460704607047,9.1875,65,369,662,662,0,5.088347393027747
bctech2118,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,7,1,0.7499999062500118,7.006802721042158,43.666666666666664,0.20610687022900764,17.55674300254453,24.5,59,262,554,554,0,5.088347393027747
bctech2119,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,13,4,0.5294117335640156,13.027210884168634,18.75,0.12,7.550133333333334,7.35,47,375,678,678,8,5.088347393027747
bctech2120,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,11,3,0.5714285306122479,11.020408163126476,43.53846153846154,0.15371024734982333,17.48181571079098,11.307692307692308,94,566,1050,1050,5,5.088347393027747
bctech2121,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,13,4,0.5294117335640156,13.027210884168634,34.470588235294116,0.1348122866894198,13.844207990363381,8.647058823529411,82,586,1083,1083,8,5.088347393027747
bctech2122,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,9,3,0.4999999583333368,9.020408163126476,32.38461538461539,0.14251781472684086,13.015603873561119,11.307692307692308,65,421,744,744,8,5.088347393027747
bctech2123,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,27,4,0.7419354599375658,27.027210884168632,64.4,0.14906832298136646,25.82459627329193,14.7,104,644,1167,1167,10,5.088347393027747
bctech2124,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,1,3,-0.49999987500003124,1.020408163126475,45.2,0.15486725663716813,18.14548672566372,29.4,37,226,453,453,6,5.088347393027747
bctech2125,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,10,3,0.5384614970414233,10.020408163126476,33.27272727272727,0.23497267759562843,13.407451564828614,13.363636363636363,90,366,827,827,0,5.088347393027747
bctech2126,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,1,11,-0.8333332638888947,1.074829931463742,37.61904761904762,0.14303797468354432,15.108378541289936,7.0,120,790,1509,1509,8,5.088347393027747
